'att1','att2','att3','att4','att5','att6','att7','att8','att9','att10','id','outlier'
12.0,331.0,3972.0,27.583,0.237,0.535,2.19,942.0,2125.0,431.0,4176.0,'no'
15.0,11.0,165.0,0.733,0.503,0.685,10.38,83.0,113.0,8.0,4177.0,'no'
14.0,12.0,168.0,0.857,0.429,0.732,6.55,72.0,123.0,11.0,4178.0,'no'
42.0,1.0,42.0,0.024,1.0,1.0,42.0,42.0,42.0,1.0,4179.0,'yes'
14.0,340.0,4760.0,24.286,0.383,0.521,5.07,1824.0,2480.0,360.0,4180.0,'no'
12.0,257.0,3084.0,21.417,0.283,0.615,3.0,872.0,1898.0,291.0,4181.0,'no'
13.0,342.0,4446.0,26.308,0.231,0.548,2.15,1027.0,2437.0,477.0,4182.0,'no'
11.0,17.0,187.0,1.545,0.321,0.652,4.29,60.0,122.0,14.0,4183.0,'no'
6.0,13.0,78.0,2.167,0.346,0.577,3.38,27.0,45.0,8.0,4184.0,'no'
3.0,4.0,12.0,1.333,0.75,0.75,9.0,9.0,9.0,1.0,4185.0,'no'
34.0,1.0,34.0,0.029,1.0,1.0,34.0,34.0,34.0,1.0,4187.0,'yes'
1.0,379.0,379.0,379.0,0.963,1.0,60.83,365.0,379.0,6.0,4188.0,'yes'
13.0,9.0,117.0,0.692,0.402,0.684,3.36,47.0,80.0,14.0,4189.0,'no'
13.0,6.0,78.0,0.462,0.436,0.449,34.0,34.0,35.0,1.0,4190.0,'no'
13.0,53.0,689.0,4.077,0.509,0.624,5.75,351.0,430.0,61.0,4191.0,'no'
13.0,45.0,585.0,3.462,0.429,0.566,6.61,251.0,331.0,38.0,4192.0,'no'
10.0,57.0,570.0,5.7,0.556,0.719,5.2,317.0,410.0,61.0,4193.0,'no'
10.0,50.0,500.0,5.0,0.602,0.746,5.57,301.0,373.0,54.0,4194.0,'no'
9.0,12.0,108.0,1.333,0.648,0.741,10.0,70.0,80.0,7.0,4195.0,'no'
31.0,1.0,31.0,0.032,1.0,1.0,31.0,31.0,31.0,1.0,4196.0,'yes'
7.0,7.0,49.0,1.0,0.918,0.959,22.5,45.0,47.0,2.0,4197.0,'no'
9.0,8.0,72.0,0.889,0.583,0.972,21.0,42.0,70.0,2.0,4198.0,'no'
13.0,67.0,871.0,5.154,0.441,0.83,5.19,384.0,723.0,74.0,4199.0,'no'
12.0,45.0,540.0,3.75,0.467,0.694,6.63,252.0,375.0,38.0,4200.0,'no'
11.0,228.0,2508.0,20.727,0.282,0.621,2.96,708.0,1558.0,239.0,4201.0,'no'
10.0,80.0,800.0,8.0,0.275,0.435,3.93,220.0,348.0,56.0,4202.0,'no'
11.0,275.0,3025.0,25.0,0.287,0.637,2.83,868.0,1928.0,307.0,4203.0,'no'
10.0,89.0,890.0,8.9,0.252,0.496,3.25,224.0,441.0,69.0,4204.0,'no'
11.0,179.0,1969.0,16.273,0.33,0.733,2.88,650.0,1444.0,226.0,4205.0,'no'
12.0,320.0,3840.0,26.667,0.231,0.514,2.06,888.0,1975.0,431.0,4206.0,'no'
22.0,1.0,22.0,0.045,1.0,1.0,22.0,22.0,22.0,1.0,4207.0,'yes'
1.0,14.0,14.0,14.0,0.643,1.0,3.0,9.0,14.0,3.0,4208.0,'yes'
2.0,16.0,32.0,8.0,0.25,0.531,2.67,8.0,17.0,3.0,4209.0,'yes'
1.0,19.0,19.0,19.0,0.579,1.0,3.67,11.0,19.0,3.0,4210.0,'yes'
1.0,136.0,136.0,136.0,0.963,1.0,32.75,131.0,136.0,4.0,4211.0,'yes'
1.0,11.0,11.0,11.0,0.909,1.0,10.0,10.0,11.0,1.0,4212.0,'yes'
7.0,36.0,252.0,5.143,0.567,0.929,2.51,143.0,234.0,57.0,4213.0,'no'
1.0,12.0,12.0,12.0,0.75,1.0,9.0,9.0,12.0,1.0,4214.0,'yes'
1.0,14.0,14.0,14.0,0.643,1.0,4.5,9.0,14.0,2.0,4215.0,'yes'
1.0,15.0,15.0,15.0,0.733,1.0,3.67,11.0,15.0,3.0,4216.0,'yes'
1.0,14.0,14.0,14.0,1.0,1.0,14.0,14.0,14.0,1.0,4217.0,'yes'
1.0,104.0,104.0,104.0,0.971,1.0,50.5,101.0,104.0,2.0,4218.0,'yes'
1.0,29.0,29.0,29.0,0.931,1.0,13.5,27.0,29.0,2.0,4219.0,'yes'
1.0,78.0,78.0,78.0,0.949,1.0,24.67,74.0,78.0,3.0,4220.0,'yes'
4.0,9.0,36.0,2.25,0.611,0.611,22.0,22.0,22.0,1.0,4221.0,'yes'
168.0,145.0,24360.0,0.863,0.798,0.963,13.06,19430.0,23457.0,1488.0,4222.0,'yes'
7.0,70.0,490.0,10.0,0.535,0.971,3.23,262.0,476.0,81.0,4223.0,'no'
83.0,314.0,26062.0,3.783,0.298,0.671,8.75,7772.0,17482.0,888.0,4224.0,'yes'
9.0,83.0,747.0,9.222,0.371,0.727,3.3,277.0,543.0,84.0,4225.0,'no'
10.0,155.0,1550.0,15.5,0.326,0.642,2.8,506.0,995.0,181.0,4226.0,'no'
8.0,139.0,1112.0,17.375,0.16,0.692,2.17,178.0,769.0,82.0,4227.0,'no'
4.0,137.0,548.0,34.25,0.173,0.622,3.28,95.0,341.0,29.0,4228.0,'no'
12.0,71.0,852.0,5.917,0.631,0.904,6.64,538.0,770.0,81.0,4229.0,'no'
1.0,36.0,36.0,36.0,0.583,1.0,5.25,21.0,36.0,4.0,4230.0,'yes'
1.0,18.0,18.0,18.0,0.5,1.0,3.0,9.0,18.0,3.0,4231.0,'yes'
24.0,99.0,2376.0,4.125,0.912,0.96,20.07,2168.0,2282.0,108.0,4232.0,'no'
11.0,90.0,990.0,8.182,0.47,0.718,4.6,465.0,711.0,101.0,4234.0,'no'
10.0,10.0,100.0,1.0,0.5,0.53,50.0,50.0,53.0,1.0,4235.0,'no'
8.0,43.0,344.0,5.375,0.445,0.86,2.73,153.0,296.0,56.0,4236.0,'no'
24.0,337.0,8088.0,14.042,0.945,1.0,18.29,7647.0,8088.0,418.0,4237.0,'no'
14.0,402.0,5628.0,28.714,0.399,0.631,4.75,2248.0,3554.0,473.0,4238.0,'no'
10.0,20.0,200.0,2.0,0.61,0.845,8.13,122.0,169.0,15.0,4239.0,'no'
10.0,259.0,2590.0,25.9,0.351,0.779,2.51,908.0,2018.0,362.0,4241.0,'no'
24.0,125.0,3000.0,5.208,0.915,0.959,21.29,2746.0,2877.0,129.0,4242.0,'no'
13.0,441.0,5733.0,33.923,0.374,0.625,4.63,2144.0,3582.0,463.0,4243.0,'no'
9.0,18.0,162.0,2.0,0.519,0.796,7.64,84.0,129.0,11.0,4244.0,'no'
14.0,314.0,4396.0,22.429,0.379,0.721,4.66,1664.0,3168.0,357.0,4245.0,'no'
10.0,159.0,1590.0,15.9,0.377,0.763,3.13,600.0,1213.0,192.0,4246.0,'no'
14.0,421.0,5894.0,30.071,0.379,0.581,4.8,2236.0,3424.0,466.0,4247.0,'no'
10.0,18.0,180.0,1.8,0.539,0.811,8.82,97.0,146.0,11.0,4249.0,'no'
14.0,91.0,1274.0,6.5,0.389,0.628,5.05,495.0,800.0,98.0,4250.0,'no'
11.0,161.0,1771.0,14.636,0.329,0.605,3.05,582.0,1071.0,191.0,4251.0,'no'
14.0,371.0,5194.0,26.5,0.38,0.59,4.85,1975.0,3066.0,407.0,4252.0,'no'
10.0,19.0,190.0,1.9,0.605,0.816,8.85,115.0,155.0,13.0,4253.0,'no'
13.0,322.0,4186.0,24.769,0.375,0.714,4.62,1571.0,2990.0,340.0,4254.0,'no'
9.0,62.0,558.0,6.889,0.403,0.665,3.26,225.0,371.0,69.0,4255.0,'no'
14.0,385.0,5390.0,27.5,0.369,0.561,4.83,1990.0,3022.0,412.0,4256.0,'no'
10.0,18.0,180.0,1.8,0.656,0.9,6.94,118.0,162.0,17.0,4257.0,'no'
11.0,80.0,880.0,7.273,0.492,0.882,4.98,433.0,776.0,87.0,4258.0,'no'
10.0,258.0,2580.0,25.8,0.337,0.648,2.67,869.0,1672.0,325.0,4259.0,'no'
24.0,133.0,3192.0,5.542,0.907,0.966,18.67,2894.0,3085.0,155.0,4260.0,'no'
13.0,297.0,3861.0,22.846,0.409,0.6,4.97,1579.0,2318.0,318.0,4261.0,'no'
10.0,20.0,200.0,2.0,0.54,0.78,9.0,108.0,156.0,12.0,4262.0,'no'
8.0,154.0,1232.0,19.25,0.424,0.87,2.75,522.0,1072.0,190.0,4263.0,'no'
187.0,137.0,25619.0,0.733,0.899,0.991,29.29,23025.0,25400.0,786.0,4264.0,'yes'
8.0,68.0,544.0,8.5,0.54,0.974,3.03,294.0,530.0,97.0,4265.0,'no'
54.0,357.0,19278.0,6.611,0.299,0.655,6.4,5766.0,12626.0,901.0,4266.0,'yes'
1.0,117.0,117.0,117.0,0.974,1.0,38.0,114.0,117.0,3.0,4267.0,'yes'
1.0,47.0,47.0,47.0,0.532,1.0,25.0,25.0,47.0,1.0,4268.0,'yes'
26.0,170.0,4420.0,6.538,0.188,0.909,1.54,833.0,4017.0,542.0,4269.0,'no'
9.0,82.0,738.0,9.111,0.335,0.73,2.47,247.0,539.0,100.0,4270.0,'no'
10.0,154.0,1540.0,15.4,0.342,0.664,2.55,527.0,1022.0,207.0,4271.0,'no'
12.0,72.0,864.0,6.0,0.623,0.86,6.73,538.0,743.0,80.0,4272.0,'no'
24.0,157.0,3768.0,6.542,0.905,0.958,18.34,3411.0,3609.0,186.0,4273.0,'no'
11.0,183.0,2013.0,16.636,0.481,0.747,4.66,969.0,1503.0,208.0,4274.0,'no'
10.0,9.0,90.0,0.9,0.644,0.689,58.0,58.0,62.0,1.0,4275.0,'no'
8.0,141.0,1128.0,17.625,0.447,0.932,2.45,504.0,1051.0,206.0,4276.0,'no'
14.0,407.0,5698.0,29.071,0.353,0.574,4.54,2010.0,3273.0,443.0,4277.0,'no'
10.0,10.0,100.0,1.0,0.46,0.46,46.0,46.0,46.0,1.0,4278.0,'no'
10.0,82.0,820.0,8.2,0.362,0.69,2.75,297.0,566.0,108.0,4279.0,'no'
14.0,435.0,6090.0,31.071,0.355,0.571,4.58,2164.0,3478.0,472.0,4280.0,'no'
9.0,17.0,153.0,1.889,0.523,0.869,7.27,80.0,133.0,11.0,4281.0,'no'
10.0,430.0,4300.0,43.0,0.351,0.772,2.7,1508.0,3318.0,559.0,4282.0,'no'
14.0,372.0,5208.0,26.571,0.378,0.586,4.99,1971.0,3050.0,395.0,4283.0,'no'
10.0,18.0,180.0,1.8,0.522,0.772,8.55,94.0,139.0,11.0,4284.0,'no'
10.0,143.0,1430.0,14.3,0.355,0.775,2.33,508.0,1108.0,218.0,4285.0,'no'
24.0,336.0,8064.0,14.0,0.898,0.958,15.91,7238.0,7729.0,455.0,4286.0,'no'
14.0,321.0,4494.0,22.929,0.361,0.595,4.71,1624.0,2675.0,345.0,4287.0,'no'
10.0,18.0,180.0,1.8,0.6,0.844,7.2,108.0,152.0,15.0,4288.0,'no'
7.0,156.0,1092.0,22.286,0.473,0.991,2.37,517.0,1082.0,218.0,4289.0,'no'
23.0,124.0,2852.0,5.391,0.941,1.0,17.21,2684.0,2852.0,156.0,4290.0,'no'
14.0,397.0,5558.0,28.357,0.342,0.536,4.53,1902.0,2979.0,420.0,4291.0,'no'
9.0,20.0,180.0,2.222,0.55,0.733,9.9,99.0,132.0,10.0,4292.0,'no'
8.0,155.0,1240.0,19.375,0.452,0.882,2.78,561.0,1094.0,202.0,4293.0,'no'
14.0,364.0,5096.0,26.0,0.366,0.562,4.71,1865.0,2865.0,396.0,4294.0,'no'
10.0,19.0,190.0,1.9,0.584,0.842,6.94,111.0,160.0,16.0,4295.0,'no'
10.0,186.0,1860.0,18.6,0.347,0.771,2.42,645.0,1434.0,267.0,4296.0,'no'
14.0,265.0,3710.0,18.929,0.354,0.565,4.47,1315.0,2097.0,294.0,4297.0,'no'
3.0,3.0,9.0,1.0,0.889,0.889,8.0,8.0,8.0,1.0,4298.0,'no'
10.0,19.0,190.0,1.9,0.563,0.837,8.23,107.0,159.0,13.0,4300.0,'no'
7.0,64.0,448.0,9.143,0.498,0.911,2.93,223.0,408.0,76.0,4301.0,'no'
13.0,350.0,4550.0,26.923,0.381,0.589,4.49,1732.0,2682.0,386.0,4302.0,'no'
9.0,18.0,162.0,2.0,0.63,0.944,7.29,102.0,153.0,14.0,4303.0,'no'
14.0,273.0,3822.0,19.5,0.373,0.701,4.59,1424.0,2681.0,310.0,4304.0,'no'
8.0,63.0,504.0,7.875,0.435,0.843,2.41,219.0,425.0,91.0,4305.0,'no'
132.0,547.0,72204.0,4.144,0.37,0.483,20.66,26693.0,34874.0,1292.0,4308.0,'yes'
8.0,74.0,592.0,9.25,0.568,0.983,3.11,336.0,582.0,108.0,4309.0,'no'
1.0,40.0,40.0,40.0,0.9,1.0,12.0,36.0,40.0,3.0,4310.0,'no'
1.0,52.0,52.0,52.0,0.962,1.0,25.0,50.0,52.0,2.0,4311.0,'yes'
1.0,32.0,32.0,32.0,0.438,1.0,2.0,14.0,32.0,7.0,4312.0,'no'
25.0,169.0,4225.0,6.76,0.215,0.947,1.57,907.0,4000.0,579.0,4313.0,'yes'
9.0,82.0,738.0,9.111,0.364,0.839,2.8,269.0,619.0,96.0,4314.0,'no'
10.0,155.0,1550.0,15.5,0.314,0.631,2.64,486.0,978.0,184.0,4315.0,'no'
12.0,71.0,852.0,5.917,0.608,0.866,5.95,518.0,738.0,87.0,4316.0,'no'
1.0,27.0,27.0,27.0,0.259,1.0,1.4,7.0,27.0,5.0,4317.0,'yes'
1.0,39.0,39.0,39.0,0.308,1.0,1.71,12.0,39.0,7.0,4318.0,'yes'
1.0,34.0,34.0,34.0,0.353,1.0,1.71,12.0,34.0,7.0,4319.0,'yes'
24.0,107.0,2568.0,4.458,0.908,0.982,16.91,2333.0,2523.0,138.0,4320.0,'no'
11.0,184.0,2024.0,16.727,0.455,0.76,4.72,920.0,1539.0,195.0,4321.0,'no'
9.0,9.0,81.0,1.0,0.519,0.531,42.0,42.0,43.0,1.0,4322.0,'no'
8.0,52.0,416.0,6.5,0.45,0.921,2.88,187.0,383.0,65.0,4323.0,'no'
14.0,399.0,5586.0,28.5,0.383,0.593,5.04,2142.0,3315.0,425.0,4324.0,'no'
10.0,9.0,90.0,0.9,0.689,0.789,10.33,62.0,71.0,6.0,4325.0,'no'
8.0,126.0,1008.0,15.75,0.469,0.961,2.87,473.0,969.0,165.0,4326.0,'no'
14.0,359.0,5026.0,25.643,0.368,0.615,4.56,1848.0,3093.0,405.0,4327.0,'no'
10.0,18.0,180.0,1.8,0.467,0.778,8.4,84.0,140.0,10.0,4328.0,'no'
11.0,245.0,2695.0,22.273,0.353,0.765,2.77,952.0,2063.0,344.0,4329.0,'no'
24.0,124.0,2976.0,5.167,0.902,0.961,16.66,2683.0,2859.0,161.0,4330.0,'no'
14.0,367.0,5138.0,26.214,0.349,0.576,4.5,1791.0,2962.0,398.0,4331.0,'no'
10.0,19.0,190.0,1.9,0.568,0.774,9.82,108.0,147.0,11.0,4332.0,'no'
11.0,141.0,1551.0,12.818,0.366,0.79,2.85,567.0,1225.0,199.0,4333.0,'no'
11.0,344.0,3784.0,31.273,0.446,0.712,4.71,1686.0,2694.0,358.0,4334.0,'no'
10.0,18.0,180.0,1.8,0.572,0.867,6.44,103.0,156.0,16.0,4335.0,'no'
14.0,153.0,2142.0,10.929,0.38,0.643,4.44,813.0,1378.0,183.0,4336.0,'no'
11.0,167.0,1837.0,15.182,0.371,0.8,2.86,681.0,1470.0,238.0,4337.0,'no'
15.0,419.0,6285.0,27.933,0.345,0.526,4.5,2170.0,3309.0,482.0,4338.0,'no'
3.0,4.0,12.0,1.333,0.667,0.667,8.0,8.0,8.0,1.0,4339.0,'no'
10.0,17.0,170.0,1.7,0.506,0.771,7.82,86.0,131.0,11.0,4340.0,'no'
11.0,292.0,3212.0,26.545,0.341,0.761,2.95,1096.0,2445.0,371.0,4341.0,'no'
14.0,326.0,4564.0,23.286,0.363,0.589,4.4,1657.0,2689.0,377.0,4342.0,'no'
9.0,18.0,162.0,2.0,0.66,0.883,7.13,107.0,143.0,15.0,4343.0,'no'
14.0,253.0,3542.0,18.071,0.372,0.826,4.36,1317.0,2924.0,302.0,4344.0,'no'
11.0,251.0,2761.0,22.818,0.355,0.743,2.93,979.0,2052.0,334.0,4345.0,'no'
14.0,269.0,3766.0,19.214,0.337,0.625,4.61,1271.0,2353.0,276.0,4346.0,'no'
9.0,18.0,162.0,2.0,0.623,0.864,7.77,101.0,140.0,13.0,4348.0,'no'
13.0,201.0,2613.0,15.462,0.4,0.722,4.45,1046.0,1887.0,235.0,4349.0,'no'
11.0,246.0,2706.0,22.364,0.349,0.765,2.85,944.0,2071.0,331.0,4350.0,'no'
3.0,106.0,318.0,35.333,0.258,0.34,6.31,82.0,108.0,13.0,4351.0,'yes'
1.0,28.0,28.0,28.0,0.536,1.0,3.0,15.0,28.0,5.0,4352.0,'yes'
1.0,255.0,255.0,255.0,0.686,1.0,4.86,175.0,255.0,36.0,4353.0,'yes'
1.0,9.0,9.0,9.0,0.889,1.0,8.0,8.0,9.0,1.0,4355.0,'yes'
178.0,140.0,24920.0,0.787,0.574,0.649,21.52,14292.0,16177.0,664.0,4357.0,'yes'
8.0,54.0,432.0,6.75,0.537,0.951,3.36,232.0,411.0,69.0,4358.0,'no'
54.0,357.0,19278.0,6.611,0.324,0.644,6.22,6238.0,12422.0,1003.0,4359.0,'yes'
28.0,171.0,4788.0,6.107,0.258,0.912,1.99,1235.0,4369.0,621.0,4360.0,'no'
20.0,1.0,20.0,0.05,1.0,1.0,20.0,20.0,20.0,1.0,4361.0,'yes'
9.0,83.0,747.0,9.222,0.391,0.795,3.21,292.0,594.0,91.0,4362.0,'no'
10.0,155.0,1550.0,15.5,0.329,0.601,2.88,510.0,931.0,177.0,4363.0,'no'
12.0,72.0,864.0,6.0,0.63,0.885,6.11,544.0,765.0,89.0,4364.0,'no'
25.0,1.0,25.0,0.04,1.0,1.0,25.0,25.0,25.0,1.0,4365.0,'yes'
1.0,19.0,19.0,19.0,0.632,1.0,4.0,12.0,19.0,3.0,4366.0,'yes'
1.0,44.0,44.0,44.0,0.727,1.0,5.33,32.0,44.0,6.0,4367.0,'yes'
17.0,203.0,3451.0,11.941,0.925,0.999,14.19,3192.0,3448.0,225.0,4369.0,'no'
9.0,8.0,72.0,0.889,0.681,0.764,12.25,49.0,55.0,4.0,4370.0,'no'
10.0,170.0,1700.0,17.0,0.499,0.928,4.35,849.0,1577.0,195.0,4371.0,'no'
8.0,121.0,968.0,15.125,0.431,0.98,3.11,417.0,949.0,134.0,4372.0,'no'
13.0,400.0,5200.0,30.769,0.364,0.609,4.52,1891.0,3168.0,418.0,4373.0,'no'
9.0,8.0,72.0,0.889,0.722,0.792,13.0,52.0,57.0,4.0,4374.0,'no'
8.0,59.0,472.0,7.375,0.464,0.985,2.74,219.0,465.0,80.0,4375.0,'no'
13.0,354.0,4602.0,27.231,0.38,0.598,4.39,1749.0,2750.0,398.0,4376.0,'no'
9.0,14.0,126.0,1.556,0.587,0.944,6.17,74.0,119.0,12.0,4377.0,'no'
13.0,130.0,1690.0,10.0,0.392,0.697,4.77,663.0,1178.0,139.0,4378.0,'no'
8.0,58.0,464.0,7.25,0.442,0.903,3.15,205.0,419.0,65.0,4379.0,'no'
9.0,18.0,162.0,2.0,0.58,0.852,7.83,94.0,138.0,12.0,4381.0,'no'
12.0,335.0,4020.0,27.917,0.4,0.677,4.61,1606.0,2722.0,348.0,4382.0,'no'
18.0,1.0,18.0,0.056,1.0,1.0,18.0,18.0,18.0,1.0,4383.0,'yes'
13.0,222.0,2886.0,17.077,0.377,0.692,4.92,1087.0,1997.0,221.0,4384.0,'no'
10.0,280.0,2800.0,28.0,0.356,0.77,2.63,998.0,2157.0,380.0,4385.0,'no'
17.0,106.0,1802.0,6.235,0.927,1.0,14.53,1671.0,1802.0,115.0,4386.0,'no'
13.0,159.0,2067.0,12.231,0.412,0.627,4.81,852.0,1296.0,177.0,4387.0,'no'
9.0,17.0,153.0,1.889,0.608,0.856,7.15,93.0,131.0,13.0,4388.0,'no'
9.0,86.0,774.0,9.556,0.394,0.705,2.85,305.0,546.0,107.0,4389.0,'no'
17.0,266.0,4522.0,15.647,0.921,1.0,12.82,4167.0,4522.0,325.0,4390.0,'no'
13.0,349.0,4537.0,26.846,0.38,0.668,4.36,1724.0,3029.0,395.0,4392.0,'no'
9.0,18.0,162.0,2.0,0.605,0.895,7.0,98.0,145.0,14.0,4393.0,'no'
27.0,1.0,27.0,0.037,1.0,1.0,27.0,27.0,27.0,1.0,4394.0,'yes'
8.0,162.0,1296.0,20.25,0.435,0.936,3.0,564.0,1213.0,188.0,4395.0,'no'
10.0,18.0,180.0,1.8,0.522,0.694,9.4,94.0,125.0,10.0,4396.0,'no'
12.0,285.0,3420.0,23.75,0.411,0.708,4.33,1404.0,2421.0,324.0,4397.0,'no'
10.0,159.0,1590.0,15.9,0.355,0.719,3.07,564.0,1144.0,184.0,4398.0,'no'
17.0,245.0,4165.0,14.412,0.913,0.997,12.97,3801.0,4152.0,293.0,4399.0,'no'
12.0,332.0,3984.0,27.667,0.402,0.659,4.5,1602.0,2626.0,356.0,4400.0,'no'
9.0,17.0,153.0,1.889,0.627,0.922,6.4,96.0,141.0,15.0,4401.0,'no'
12.0,175.0,2100.0,14.583,0.403,0.774,4.28,847.0,1625.0,198.0,4403.0,'no'
10.0,205.0,2050.0,20.5,0.381,0.708,3.04,781.0,1451.0,257.0,4404.0,'no'
17.0,98.0,1666.0,5.765,0.929,1.0,14.88,1548.0,1666.0,104.0,4405.0,'no'
10.0,17.0,170.0,1.7,0.482,0.759,6.83,82.0,129.0,12.0,4406.0,'no'
12.0,252.0,3024.0,21.0,0.416,0.682,4.75,1259.0,2062.0,265.0,4407.0,'no'
10.0,151.0,1510.0,15.1,0.381,0.785,3.48,575.0,1186.0,165.0,4408.0,'no'
13.0,433.0,5629.0,33.308,0.375,0.605,4.82,2109.0,3404.0,438.0,4409.0,'no'
9.0,17.0,153.0,1.889,0.601,0.889,8.36,92.0,136.0,11.0,4410.0,'no'
10.0,252.0,2520.0,25.2,0.377,0.775,2.88,950.0,1953.0,330.0,4412.0,'no'
1.0,30.0,30.0,30.0,0.4,1.0,2.4,12.0,30.0,5.0,4413.0,'yes'
1.0,94.0,94.0,94.0,0.564,1.0,3.31,53.0,94.0,16.0,4414.0,'yes'
1.0,193.0,193.0,193.0,0.57,1.0,2.97,110.0,193.0,37.0,4415.0,'yes'
128.0,347.0,44416.0,2.711,0.399,0.567,13.07,17721.0,25163.0,1356.0,4416.0,'yes'
8.0,50.0,400.0,6.25,0.528,0.955,3.01,211.0,382.0,70.0,4417.0,'no'
26.0,378.0,9828.0,14.538,0.229,0.584,3.46,2252.0,5737.0,650.0,4418.0,'no'
1.0,159.0,159.0,159.0,0.975,1.0,77.5,155.0,159.0,2.0,4419.0,'yes'
25.0,169.0,4225.0,6.76,0.218,0.971,1.58,923.0,4101.0,586.0,4420.0,'no'
9.0,82.0,738.0,9.111,0.352,0.798,2.63,260.0,589.0,99.0,4421.0,'no'
10.0,154.0,1540.0,15.4,0.315,0.639,2.53,485.0,984.0,192.0,4422.0,'no'
12.0,71.0,852.0,5.917,0.628,0.872,6.77,535.0,743.0,79.0,4423.0,'no'
24.0,166.0,3984.0,6.917,0.905,0.98,17.08,3604.0,3905.0,211.0,4424.0,'no'
12.0,1.0,12.0,0.083,1.0,1.0,12.0,12.0,12.0,1.0,4425.0,'yes'
11.0,183.0,2013.0,16.636,0.465,0.841,4.53,937.0,1693.0,207.0,4426.0,'no'
10.0,16.0,160.0,1.6,0.544,0.875,7.25,87.0,140.0,12.0,4427.0,'no'
10.0,240.0,2400.0,24.0,0.383,0.821,2.75,919.0,1971.0,334.0,4428.0,'no'
14.0,419.0,5866.0,29.929,0.373,0.603,4.51,2188.0,3535.0,485.0,4429.0,'no'
9.0,16.0,144.0,1.778,0.556,0.958,6.67,80.0,138.0,12.0,4431.0,'no'
13.0,136.0,1768.0,10.462,0.415,0.778,4.58,733.0,1375.0,160.0,4432.0,'no'
9.0,161.0,1449.0,17.889,0.432,0.93,2.87,626.0,1347.0,218.0,4433.0,'no'
10.0,19.0,190.0,1.9,0.6,0.858,7.6,114.0,163.0,15.0,4434.0,'no'
14.0,203.0,2842.0,14.5,0.362,0.67,4.36,1028.0,1904.0,236.0,4435.0,'no'
11.0,62.0,682.0,5.636,0.353,0.78,3.21,241.0,532.0,75.0,4436.0,'no'
10.0,19.0,190.0,1.9,0.542,0.768,7.36,103.0,146.0,14.0,4437.0,'no'
14.0,390.0,5460.0,27.857,0.358,0.59,4.44,1956.0,3224.0,441.0,4438.0,'no'
13.0,123.0,1599.0,9.462,0.428,0.798,4.38,684.0,1276.0,156.0,4440.0,'no'
10.0,327.0,3270.0,32.7,0.379,0.767,2.75,1239.0,2508.0,450.0,4441.0,'no'
23.0,371.0,8533.0,16.13,0.941,1.0,16.83,8027.0,8533.0,477.0,4442.0,'no'
11.0,184.0,2024.0,16.727,0.484,0.884,4.6,979.0,1789.0,213.0,4443.0,'no'
10.0,19.0,190.0,1.9,0.621,0.858,8.43,118.0,163.0,14.0,4444.0,'no'
8.0,95.0,760.0,11.875,0.466,0.904,2.95,354.0,687.0,120.0,4445.0,'no'
14.0,201.0,2814.0,14.357,0.373,0.641,4.84,1050.0,1804.0,217.0,4446.0,'no'
10.0,20.0,200.0,2.0,0.605,0.795,8.07,121.0,159.0,15.0,4447.0,'no'
11.0,165.0,1815.0,15.0,0.354,0.706,3.38,643.0,1282.0,190.0,4448.0,'no'
14.0,417.0,5838.0,29.786,0.359,0.559,4.48,2094.0,3262.0,467.0,4449.0,'no'
9.0,19.0,171.0,2.111,0.62,0.836,7.57,106.0,143.0,14.0,4450.0,'no'
12.0,272.0,3264.0,22.667,0.329,0.75,2.74,1075.0,2448.0,393.0,4451.0,'no'
14.0,319.0,4466.0,22.786,0.37,0.577,4.54,1654.0,2577.0,364.0,4452.0,'no'
10.0,19.0,190.0,1.9,0.611,0.9,8.29,116.0,171.0,14.0,4453.0,'no'
11.0,98.0,1078.0,8.909,0.378,0.724,3.04,408.0,781.0,134.0,4454.0,'no'
14.0,433.0,6062.0,30.929,0.355,0.572,4.44,2152.0,3467.0,485.0,4455.0,'no'
9.0,20.0,180.0,2.222,0.628,0.856,8.07,113.0,154.0,14.0,4456.0,'no'
11.0,152.0,1672.0,13.818,0.365,0.764,2.88,610.0,1278.0,212.0,4457.0,'no'
14.0,340.0,4760.0,24.286,0.344,0.563,4.6,1636.0,2682.0,356.0,4458.0,'no'
10.0,19.0,190.0,1.9,0.553,0.805,7.5,105.0,153.0,14.0,4459.0,'no'
14.0,183.0,2562.0,13.071,0.39,0.681,4.87,998.0,1745.0,205.0,4460.0,'no'
12.0,383.0,4596.0,31.917,0.307,0.603,2.91,1409.0,2771.0,485.0,4461.0,'no'
168.0,135.0,22680.0,0.804,0.82,0.904,62.81,18591.0,20513.0,296.0,4463.0,'yes'
6.0,54.0,324.0,9.0,0.549,0.96,3.36,178.0,311.0,53.0,4465.0,'no'
83.0,315.0,26145.0,3.795,0.295,0.594,9.21,7725.0,15523.0,839.0,4466.0,'yes'
9.0,83.0,747.0,9.222,0.351,0.726,2.94,262.0,542.0,89.0,4468.0,'no'
10.0,155.0,1550.0,15.5,0.35,0.678,2.78,542.0,1051.0,195.0,4469.0,'no'
12.0,72.0,864.0,6.0,0.615,0.862,6.4,531.0,745.0,83.0,4470.0,'no'
1.0,32.0,32.0,32.0,0.469,1.0,1.88,15.0,32.0,8.0,4471.0,'yes'
